,apca_1,apca_2,apca_3,apca_4,apca_5,apca_6,apca_7,apca_8,apca_9,apca_10,apca_11,apca_12,apca_13,apca_14,apca_15,apca_16,apca_17,apca_18,apca_19,apca_20,apca_21,apca_22,apca_23,apca_24
1601_ADT,-2.557349008,0.567108288,0.491139843,-1.20281544,1.57811548,0.509252441,0.631543147,0.736442996,0.257097485,0.937868493,0.859677042,-0.246455928,-0.84571233,0.050296447,0.566106625,-0.124127621,0.389966322,-0.258164583,-0.814862533,0.120906004,-0.184567042,0.194925725,0.178859052,0.10559783
1603_ADT,2.594281787,0.336154309,-0.550212103,-0.226511385,1.754631382,0.705345613,0.040262263,-0.606891026,0.030464166,0.438669412,-0.41748456,0.283486534,-0.192435542,0.116495926,0.325259102,-0.024960059,0.118590683,0.851304387,-0.086985219,0.267174478,-0.39877057,-0.060068378,-0.095712729,-0.063549289
1604_ADT,0.390135664,0.047474174,1.548909812,-1.415491724,-1.374425883,-0.080534705,0.442054347,2.073425272,-1.630752706,0.968293312,-0.129511331,0.335488188,-0.364156973,0.455764026,0.911353906,0.084258587,0.385687856,0.618366539,-0.195032672,0.028221047,-0.999447415,0.085085048,0.204897253,0.119920556
1609_ADT,-2.233882692,-0.227145325,2.529005087,0.677431951,1.561037749,1.919908447,0.833273996,1.744386951,0.217467643,-1.997012638,-0.790991184,1.750617617,0.274599042,1.828480891,-0.425314192,0.536053279,-0.392620692,0.218822633,0.121205716,-0.078590644,0.228015818,-0.127047541,-0.452061403,0.401239916
1611_ADT,-1.085396321,-2.931081708,-0.554050764,-0.415309148,-0.391392822,0.915858819,-0.314257999,-0.213336545,0.359579935,0.470606533,-0.661436108,-0.054420904,-0.461227826,0.101086186,0.418594815,1.238816738,-1.702738846,0.645490555,0.020731666,-0.413278785,0.512758704,0.778947335,0.490777728,-0.038066991
1612_ADT,2.967170165,0.695176573,-0.535854898,-0.01078643,1.516082388,-0.076920699,-1.050723803,0.063037617,0.547819716,0.76500261,-0.122007448,-0.132505,0.368933207,0.298582874,0.078654671,-0.607099693,-0.163213818,-0.328970693,0.385280078,-0.102179212,-0.752994935,0.141487105,0.052325779,0.028602371
1618_ADT,-1.036141103,-1.491392082,4.353847041,0.915101986,0.943214769,0.903522889,0.752224223,-1.247020837,-0.923357745,-0.601175119,-0.257903897,0.660668451,1.300172137,1.146523864,-0.084305316,0.227151146,-0.070045465,-0.464709129,-0.555912033,0.483637438,-0.631531422,-0.053710394,0.387365594,0.287003544
1626_ADT,-3.279025089,-0.018833694,2.164572633,0.214118562,2.245104663,1.64346174,2.592777897,2.626361655,-0.008812326,-1.622330482,-1.402245992,1.992808983,0.431424344,1.689147638,-0.86908347,-0.214374326,-0.231262386,0.070489008,0.344971332,-0.578164557,0.140184453,0.256247248,-0.858803819,0.18482807
1629_ADT,-2.058340866,0.404312721,0.26218894,-1.042021051,1.005492315,0.192007373,0.573621064,1.042139373,0.767605663,0.567267238,0.98932877,-0.605893036,-0.224328053,0.26957582,0.934761818,0.842154547,0.619558543,-0.136619166,0.346480765,0.516080682,0.315743901,-0.057966792,0.015249826,0.096584965
1630_ADT,-2.155866552,-0.373200281,0.213550251,-0.505101614,1.343871006,-2.722978582,1.109651126,0.260331675,-0.085372984,0.110361382,-0.141381628,1.125378088,-0.266060224,-0.213535643,1.272280019,1.116823126,0.231729215,0.280773673,-0.969640097,0.074313385,0.33858135,0.296671404,0.390641317,0.055376296
1635_ADT,-2.017059163,0.616893118,0.66740354,-0.621708777,1.278397905,1.493582787,1.554922333,0.771136714,0.128660547,1.398202862,0.27699132,0.32487192,-0.156299665,-1.515153079,0.352901463,-0.137617901,-0.298969009,-0.087502478,1.078429146,0.204316121,-0.090633679,0.380193065,0.042042029,0.304882783
1636_ADT,-2.854159033,2.161232419,-0.659137238,-0.431996112,-0.639899495,0.447318915,-1.811024404,-0.942997686,1.465076549,-2.275786373,0.998887195,0.247992046,1.309706887,-0.063948391,-0.266509484,0.740244916,0.364444488,0.28990721,-0.593729517,-0.126848676,-0.003231064,-0.233624866,-0.254418301,-0.093042785
1642_ADT,1.820966695,-0.595386761,1.459603763,-2.047488433,-0.476687491,0.547725713,-0.012092009,0.436913036,0.209640715,-0.095970775,-0.309887369,0.273220673,1.248894709,-0.021586013,1.26767466,-0.728264333,0.100091177,0.382067132,0.182915937,0.597829646,0.616570066,0.67377481,0.197671725,0.157310923
1646_ADT,-2.295234463,-3.985311971,-1.939911824,0.023259792,-0.597111366,0.578066031,0.202623144,0.055842711,0.210979493,0.295023482,-0.854047664,-0.176822059,0.36918003,0.123921397,0.491592226,0.842615597,-0.564227061,0.022555535,-0.257931895,-0.199125941,-0.112398669,-0.125775547,0.024252332,-0.036181447
1650_ADT,-2.921570486,-0.255069566,0.091686685,-0.59939596,1.982926814,-2.720833659,1.83520174,0.662923364,0.250059786,0.647811875,0.360174108,0.768051284,-0.000352117,-0.217353466,1.807627545,1.007784736,0.389039042,-0.064672783,-0.132856409,-0.222614424,0.32541844,-0.142672838,0.189669547,-0.1041619
1656_ADT,2.459299158,0.23606325,-0.451206803,-0.424201165,1.982694826,0.478285784,-0.394953032,-0.675356007,-0.565380652,1.173285111,0.499739227,-0.808634345,0.852708923,0.708257576,0.016387126,-0.332624733,0.076617255,-0.239631711,0.065868655,0.345527517,-0.151407771,0.137170034,-0.055392996,0.117334927
1657_ADT,-3.249232577,1.043341432,0.03580722,-1.194137721,1.128379798,1.287427859,0.92657472,0.46415746,-0.148007,0.052734755,0.211477918,-0.257090118,-0.329478844,-0.381706747,0.10195145,-0.877878973,-0.000514746,0.056106435,-0.758954731,-0.00828846,0.022877879,0.205058843,-0.07781594,-0.256136009
1660_ADT,3.007578008,-0.417363405,-0.917129105,-0.083485557,1.569561177,0.451587068,-0.505516654,-0.377795306,-0.84490541,0.062075945,-0.251773567,-0.308944308,0.15246584,0.532403528,0.055712417,-0.475184348,0.057037938,0.25435003,-0.089481664,0.504977379,-0.146755055,-0.271874246,-0.076680935,0.256911763
1664_ADT,3.308610511,0.249602696,-0.648473633,-0.349283578,1.739082335,0.874539371,-0.048830212,-0.121234277,-0.200018548,1.484812909,-0.057900693,0.464805757,0.370343085,0.445686644,0.073425412,-0.863011553,-0.174900955,-0.69127114,-0.233410134,-0.199388532,-0.640885319,-0.478926915,-0.063818948,0.053917107
1668_ADT,2.861332156,0.307701863,-0.392764893,-0.111046677,1.79383121,-0.126739003,-1.003263089,0.13366673,0.357122697,-0.260923572,-0.06835187,-0.125010934,-0.327612217,-0.359212598,0.192712428,0.033753176,-0.32116067,-0.178249338,0.171350755,-0.146024735,-0.053782581,-0.177124136,0.088986124,-0.109487365
1675_ADT,-2.935420866,1.335141506,-0.396501793,0.012563288,-0.338242573,-0.268312732,-0.621484066,-0.487434028,-0.158183636,-0.797420281,-0.049928428,0.876671063,-0.140805665,0.572669009,-0.369772895,0.108751199,0.363540392,0.031842165,-0.011074154,0.073687414,-0.046934122,-0.047107242,0.433105226,-0.460239774
1678_ADT,2.791235213,0.046954775,-0.846750055,0.020352725,1.23191155,0.95802548,-0.193631909,0.021030403,-0.797126663,-0.302623006,-0.028544304,0.487548021,-0.670701875,-0.120094311,0.098751649,0.564848223,0.167457388,0.407508458,0.062263697,0.043597353,-0.446105073,-0.202023333,-0.087504633,-0.045148596
1681_ADT,2.285650253,-1.455395665,0.974723676,-2.155046649,-0.518061069,0.329607251,0.00786463,0.015124058,-0.287232841,-0.347340808,0.287792109,-0.112243529,0.521163343,0.117792907,-0.41629918,-0.194787144,0.117725119,-0.162769321,-0.130732243,0.019206875,-0.182465581,-0.251585166,0.060459669,0.061040901
1686_ADT,-2.052103337,-3.828444976,-1.917021024,0.794257711,-0.181507064,0.349565856,-0.092601451,0.249694361,1.519680179,-1.064992941,0.152466987,0.47556894,0.725883181,-0.509816703,0.175999881,0.263375055,-0.176045542,-0.293319182,0.079326387,0.227208637,-0.374004122,0.112358609,0.148051765,-0.282788094
1688_ADT,-2.828119664,2.463621131,-0.100838566,-0.65094171,0.110554432,0.570893125,-0.315514727,-0.327165042,-0.069301743,0.782813186,1.039718012,0.068512896,-0.342788821,0.174684125,-0.259056227,0.131768406,0.256914856,0.308957477,-0.336615851,-0.202494515,-0.297323492,0.218009665,-0.019336848,0.393350533
1691_ADT,3.76439792,-0.402553586,-0.688275135,-0.857817322,2.260205408,0.669289634,-0.654470831,-0.597835136,0.985933654,-0.833254957,-0.861529659,0.092319173,0.002038178,0.035129747,0.706308075,0.03502462,0.307567387,-0.042726818,-0.116765241,0.21900901,0.516206243,0.272363578,0.09494813,0.105910895
1695_ADT,-3.810022014,1.948976881,-0.377017583,-0.662678658,-0.268759715,0.617189864,-0.545663745,-0.511793218,-0.542688933,0.120034594,-0.380263133,-0.239880315,-0.583612259,-0.192247322,0.272525482,-0.378183598,-0.309624843,-0.226789901,0.450886985,0.088630706,0.163919384,-0.154310001,-0.120332217,-0.019281303
1697_ADT,3.082265361,1.654039164,-1.538717042,2.846440834,-0.585299026,-0.250027558,0.844237144,0.747972429,-1.746177515,-0.807291552,0.890870573,-0.192031827,-0.332004748,-0.446831687,-0.10913929,0.4022814,0.310321028,-1.165839722,-0.470330925,-0.105216986,-0.839571917,-0.22340899,-0.074378465,0.088978251
1701_ADT,-2.477866953,1.206626753,-0.173125373,-0.516247107,-0.240217864,-1.756082335,-0.406867056,-0.554963457,-0.401447953,0.620180789,-0.468026328,0.004295168,0.191051364,0.313409502,-0.216043651,0.580443011,0.23001742,0.087172491,-0.093670377,0.127301672,-0.127746368,-0.055352904,-0.288310096,0.185975799
1711_ADT,-1.94779818,1.977280798,-0.020663818,-0.83019479,0.58816146,0.574864137,0.081085162,0.380677505,0.643656334,0.630391591,1.081377315,-0.557423755,0.671150741,0.437595716,0.094684921,0.581721823,0.22308367,-0.49207534,0.19782766,0.045611035,-0.26973265,0.177250506,-0.213027557,0.540061902
1716_ADT,-3.341268639,0.216147193,0.062131929,-0.93369018,3.908427281,-1.846294448,3.623061575,2.896519454,0.545495678,0.946639575,-1.263330279,-2.035649085,0.488862093,-0.692631022,-1.873933475,-1.081550135,-0.169770003,-0.182791627,0.00354675,-0.199522046,0.1284393,0.158886762,0.187013428,-0.351575762
1717_ADT,2.512496986,-0.797478952,0.567932065,-2.190940994,-0.001664229,0.055165222,0.54885454,-0.310592046,-0.334978788,0.197636132,0.157988592,0.49343293,0.577753129,-0.089867195,-0.498645948,-0.240399606,-0.338093055,-0.503453629,-0.345186366,0.25732032,-0.074954014,-0.360376717,0.007837607,0.277294852
1720_ADT,3.06545935,2.349292427,-0.014436791,2.802373037,-0.079878185,-0.830516937,-0.310465074,-1.133656703,2.56654215,2.135382572,0.744879802,-0.675894907,1.920896156,1.383816363,0.430981557,-1.591050141,0.029358129,0.755545847,-0.414449604,0.194243018,-0.107221188,-0.181458511,-0.412182596,0.275265174
1721_ADT,3.269621328,1.290456244,0.516638973,2.397701895,-1.02446457,-0.267808931,1.499533372,-0.84121605,0.873707326,-0.291888958,0.688363768,-0.598342435,-1.382770247,-0.350175453,-0.825721353,-0.50930563,-0.273220043,-0.099474733,0.161328849,0.066249964,-0.54083985,-0.168465599,0.422863645,0.801697324
1723_ADT,-3.205984101,2.276514932,-0.89446868,-0.348557337,-0.753927075,0.233502436,-0.202410139,-0.689272968,-1.061595711,-0.833061406,-0.371176213,-0.351365327,0.343516971,-0.079350461,-0.433140181,0.081663219,-0.00720889,0.105919546,-0.106293051,0.157900114,-0.161320634,0.073245444,-0.107674187,-0.16200972
1727_ADT,-0.729507749,-1.170509589,-0.499571496,0.169171635,1.255692078,-2.527591783,-1.640835719,-1.363876716,0.118680165,-1.999743714,1.414650701,-0.073826547,0.602423129,0.017381019,-0.533079332,0.285722557,0.246838792,0.552342959,0.004804791,0.088009641,-0.206535248,-0.027135359,0.055177849,0.167734034
1728_ADT,-1.467874752,-2.864839595,-1.234028842,-0.054622636,-0.954964719,0.854930903,0.371659445,-0.029384162,-0.398847204,1.641170179,-0.206808778,-0.361079633,0.046881134,0.210587159,-0.04967126,0.506250599,-1.131633498,-0.040131191,-0.078861173,0.239411572,-0.361621868,0.307675157,0.177597393,0.176434065
1730_ADT,-2.955149088,2.354219812,-0.655732304,-0.043963289,-0.882542135,0.419964201,-0.944734946,0.335755315,-0.229572944,0.046691177,0.24536112,0.236373467,-0.107785998,0.028907719,-0.321010762,0.04644002,-0.09506569,0.089598188,-0.219884596,0.088547616,0.047314998,-0.326502497,0.001306731,-0.064889081
1741_ADT,2.522201823,2.184897982,-0.778300245,2.517910375,-0.601159527,-0.221851562,0.925920206,0.349580912,0.228280669,0.59043165,0.580153773,0.385293747,-0.604535621,0.099909008,-0.031181948,0.461677057,0.559477969,-0.117224187,-0.28003439,0.811140218,-0.237351723,-0.052164458,-0.002340413,0.471873209
1744_ADT,2.40249732,-1.720821329,0.366451976,-1.238214399,-0.832526614,0.015017292,-0.596724632,0.433135416,-0.236791112,-0.23156983,0.352492095,0.264266532,0.16124182,0.398766235,-0.39383658,-1.060510064,0.355877054,-0.402208574,0.095845223,0.08760224,-0.194025269,-0.21892643,-0.024139332,-0.032769894
1748_ADT,0.720018258,0.127083509,2.449897888,-1.196529661,-2.410785384,-2.402811664,-3.017233273,3.916787997,0.784777884,0.878421004,-0.24793119,-0.614485355,-0.742426906,0.085550152,0.050296354,0.345923536,0.440267996,0.477264125,0.327600124,-0.100526784,0.140055443,0.308814189,0.464214685,0.228052816
1752_ADT,2.81054042,0.084748907,-0.500531112,-0.05132272,1.241728499,0.774739498,-0.112886615,-0.521980222,-0.188685207,-0.371851079,-0.634947138,0.33115355,-0.703318172,-0.392100704,-0.051255181,0.080359956,0.093448607,0.678049708,0.079918346,0.296368489,-0.413169073,0.242436193,-0.017356839,0.025496303
1753_ADT,-1.087255411,-3.095445283,-0.979705946,0.70720156,-0.715984794,0.289147791,-0.614460807,0.363325366,1.738999263,-0.001620455,0.419897314,0.053666689,0.01908439,0.374219511,0.081734634,-0.209844036,-0.415734008,-0.48091475,0.245725228,0.538750292,0.025239595,-0.150658111,0.382207309,-0.161851118
1757_ADT,3.450281976,1.263760792,-0.809545402,0.421220197,0.624167847,0.629593932,-0.408825368,-0.178058374,-0.141165036,0.030537549,-0.538618555,0.405351228,-0.146106747,-0.329254108,-0.160472453,0.136898881,-0.298388974,-0.377191071,0.236646075,-0.048233737,0.236402531,0.40818095,0.039221463,-0.0689772
1759_ADT,-1.288266024,-2.636529957,-1.301622321,0.615754297,-1.010120607,0.369699416,-0.251975167,0.165427864,0.33672742,0.287221139,-0.501872486,0.463362871,-0.245053798,0.398571581,-0.26122389,-0.41857028,-0.105105183,0.192628084,-0.248047732,-0.309264039,-0.3632936,0.292557661,0.097204971,0.202375724
1762_ADT,4.169443352,1.277375439,-2.147119959,3.470527154,0.244496788,-0.407549256,-0.25865097,1.677721669,-5.935431076,-0.323491128,1.332967263,-0.315661779,1.64951974,1.473902882,0.853476496,-1.226746558,-0.187352278,0.365592581,1.024882055,-0.401319938,0.052224699,-0.022124919,-0.07185434,-0.598020788
1763_ADT,-1.951758748,-4.232261144,-2.733621585,1.102796888,-0.98031604,0.332213465,0.688149206,-0.460064991,-1.147023223,1.065941324,0.454553142,1.397767476,-0.249508829,-0.297108363,0.043596703,-0.825285884,1.858038883,-0.151639234,0.535204784,-0.612485728,0.395104477,-0.55508456,-0.615244367,0.415858722
1769_ADT,-1.899119741,-0.362783032,0.434764837,-0.320141621,1.423425114,-2.546330744,0.509566651,0.038006635,0.665319419,0.04444471,-0.132259388,0.344768409,-0.002396007,-0.646907422,0.209885269,0.185743655,-0.020320756,0.237348911,-0.00285876,0.210149238,0.331345999,0.281098836,0.13927485,0.238148028
1772_ADT,-0.422262752,0.27117923,1.347427558,-2.662062797,-1.844984685,0.633329216,0.546357038,-0.22698504,-1.210005265,1.248203529,-3.334027017,-1.141054695,1.947749579,0.572398358,1.924185814,0.531669801,0.318404793,-0.464476124,0.3686315,0.444377132,-0.90436086,-0.253777826,0.039425378,0.174927662
1774_ADT,2.476343944,1.901626704,-0.162259448,1.262542913,-0.287485243,0.33893015,0.873244325,0.172898646,0.287632463,0.37109269,-0.404262011,0.176373412,-1.049719965,-0.245954607,0.011470529,0.64405625,0.505465605,-0.095024175,0.193420967,0.464704805,-0.698595542,0.323860755,0.173228755,0.229458826
1775_ADT,-3.932110721,3.103607522,-0.743708314,-0.389574048,-0.280874875,0.284713923,0.079544521,-0.693670907,-0.305430192,0.351547093,-0.371560572,-0.044861108,-0.075558443,-0.144664462,-0.458434408,-0.137007462,0.107502602,0.081314505,-0.176898178,-0.183061579,-0.185147901,-0.042873551,-0.140782453,0.104114126
1776_ADT,0.585805692,0.154850687,2.058448953,-1.331765221,-1.906692886,-0.242352292,-0.081567783,2.236512395,-0.827036244,0.8700259,-0.262801745,-0.240220029,-0.507074899,0.385324389,1.07858109,0.286180506,0.281431206,-0.47292583,-0.053311479,0.680398609,-1.280805401,-0.035743209,-0.414879099,0.06617789
1777_ADT,-1.36963798,-1.579223453,3.620779354,1.847499223,1.623208774,0.90145017,-0.05256986,-0.977693096,-0.424500407,0.307264851,0.061346242,0.670622979,0.456371256,1.597456511,-0.9131452,0.449803681,0.863299193,-0.235724718,-0.462884699,0.411904897,-0.152844705,-0.116849989,-0.067590386,-0.304518813
1787_ADT,2.947112905,1.985834965,-0.914786264,0.776254236,0.836469547,0.148957466,0.084827807,0.431137386,-0.955496442,1.24540742,0.468470848,0.723965928,0.613533278,-0.15005012,-0.028204113,0.091701758,-0.419155137,-0.165866002,-0.069954496,-0.384097908,-0.194750684,0.293299606,0.461311175,-0.034600421
1796_ADT,-0.831691299,-2.431060748,-0.725255329,-0.438692179,-1.10961239,0.797101507,0.898478063,-0.979881126,-0.014116588,0.979125308,-2.213584979,-0.013697126,-0.472141527,-0.299965276,-0.535967305,1.269438459,-1.315999324,0.386229699,0.108497103,-1.305107855,0.150138683,0.491107158,0.410249961,0.295019954
1799_ADT,-2.293614514,-3.507569994,-2.075447427,0.791195746,-1.290208286,1.261724363,0.462007134,0.127076419,0.220198,1.238543929,-0.476721069,0.775984217,-0.297728641,0.216595997,-0.183745307,-0.168681867,0.493685994,-0.17385138,-0.02215933,0.527550608,0.014196565,-0.49584533,-0.57672523,0.162143825
1802_ADT,-2.737029745,2.371074213,-0.184251578,0.224217888,-0.796219975,0.966980637,-0.014169418,-0.140309328,-1.142723541,0.137632535,0.733047729,-0.068102129,-0.620554327,-0.239179359,0.432340751,-0.419372723,-0.099894773,0.180258628,-0.141951739,-0.166340538,0.030752396,0.088934642,-0.111633438,-0.110663283
1808_ADT,-1.875456916,0.255448526,0.256771539,-0.376819584,0.898619571,0.006130302,-0.014831246,0.501201545,0.131547836,0.573234249,1.177995819,-0.220979077,0.086769718,0.476984422,0.147615008,0.565896981,0.258915431,-0.14381329,0.2481139,0.441749837,0.122474501,-0.149562289,-0.111203967,0.320724838
1810_ADT,-1.009981607,-0.317607605,1.425797754,-2.416979663,-2.851453484,0.656935211,0.647556697,-1.22211847,-1.426698184,-0.27174392,-3.890815526,-1.948859487,0.416635228,0.363268159,1.379496427,1.284543439,0.33182298,0.678153346,0.288749198,0.856864567,0.094944191,-0.752836096,0.162362528,0.40300259
1812_ADT,2.744037759,0.108439132,-0.59222667,-0.596444734,1.653873178,0.476781999,-0.812963581,-0.511584843,0.698486734,0.296104187,-0.910089053,0.181102694,-0.044587227,0.212400413,0.185073932,-0.081140479,0.276091967,0.372007258,-0.071765282,0.356669744,0.004848542,-0.035658271,-0.110119898,0.086149866
1815_ADT,-0.46179567,-0.866939071,-0.184922236,0.019749586,0.775222737,-1.353089605,-0.741103281,-0.068774448,0.370166762,-0.849280532,0.256529855,0.264381607,0.097119211,0.447197747,-0.331948918,-0.849779256,-0.13777349,-0.279131949,0.719853078,0.270973902,-0.274954592,0.103811138,0.140819243,-0.066423713
1817_ADT,1.365517737,-1.175183568,0.699951447,-1.33225408,-0.559997887,-0.170522174,0.205002886,-0.203257365,-0.425752986,-0.738354705,0.28395797,0.064773664,-0.156089492,0.091577666,-0.457511856,-0.036737083,0.176222128,0.443196776,0.337292124,0.159343979,-0.445017714,0.044382996,0.199313679,0.055360998
1821_ADT,3.037732074,-0.001959412,-1.26724052,-0.076009645,1.099249398,0.389809046,-0.371632348,-0.504377209,0.704001761,-1.232843529,-0.057379952,-0.317846137,-0.462915002,0.190359839,0.529340572,0.578721859,0.300958449,0.161313285,0.239202922,0.107889596,-0.212772281,0.297772771,0.287619779,-0.2083911
1822_ADT,-1.118640342,-1.563522008,4.986879623,2.48243561,0.403967626,0.690877544,-0.090000979,-0.832635106,0.195270828,-1.477527552,-0.793318492,0.399823073,-0.090359118,0.543233666,0.388110258,0.265400119,-0.22918624,0.094255056,-0.206771356,0.01502597,0.223948601,0.290920244,0.413635692,-0.196880143
1826_ADT,0.119778078,-1.136350378,4.051530821,-1.34446315,-1.743298049,-1.832001521,-3.453645407,4.631983106,0.279793175,1.686889411,-0.397130415,-1.704816165,-1.533334986,0.398640229,1.369887228,-0.453873355,0.034899273,-0.971780062,-0.875711181,0.553981368,-0.231329998,-0.032737545,-0.304678322,0.44749616
1837_ADT,-3.732960969,2.15419625,-0.54453893,-1.225886804,0.058574058,1.327304497,-0.626024589,-1.20809629,0.19922824,-1.554934112,0.446797673,0.166091286,-0.386698455,0.018217827,0.752728083,-0.190608136,-0.120200042,0.023041898,-0.379419462,-0.198321001,0.253333505,-0.031541111,-0.085255199,-0.196278073
1843_ADT,-1.405027374,-4.365215984,-1.908470618,0.16740982,-1.017758466,1.337415796,-0.045182696,-0.642627347,1.253038033,-1.172446934,-0.071035428,-0.079221163,0.121209648,-0.019134945,0.424407928,0.229690552,0.111813941,0.890980613,-0.025070279,-1.429051151,0.378884293,0.1945677,-0.229930553,0.609908825
1844_ADT,2.24403268,-0.324236387,-0.567266137,-0.324951608,1.302079163,0.298915087,-0.684385625,-0.419487985,0.335738947,-0.801922964,-0.768939969,-0.246901949,-0.848586208,-0.312964328,-0.249032879,0.613226109,0.061204557,0.59171186,-0.11196138,0.171881339,-0.399295097,-0.120591856,0.099118307,0.125696601
1851_ADT,-1.871864232,1.535043793,0.76914817,-0.455554481,0.257999971,0.546063323,-0.058050807,-0.331379308,-0.33842836,-0.179552878,0.792586339,-0.264703102,-0.738415909,0.876814621,0.098910652,-0.670557323,-0.110511403,-0.056310388,-0.139293533,-0.194739454,-0.137942125,0.642366453,0.598117686,-0.124922276
1853_ADT,2.647805481,-1.157090732,0.610788655,-2.365976745,-0.643975801,0.121603306,0.375255372,-0.241494214,-0.140705333,0.139753857,0.540770954,0.097381432,0.173841137,-0.013840951,-0.284901043,0.202488053,0.145877215,-0.729546146,0.072472843,-0.537941401,-0.275485771,0.002091688,0.104403475,0.117319646
1854_ADT,-1.272197111,-0.731347202,2.971962882,1.161411581,0.858962288,0.262453464,0.573312524,-1.867325524,1.511573501,1.123403506,0.912934899,-0.918178749,-0.317065905,2.073525933,1.103022708,0.363884284,0.633148047,0.757960551,-1.266479882,-0.026322415,0.337767038,-0.333384636,-0.449144836,0.871828844
1856_ADT,2.699149181,-0.878014633,1.037585222,-1.974770804,-0.324267009,0.2725985,1.088924609,-0.173955414,0.05998156,-0.077899755,0.677909698,0.361458031,-0.134776458,0.271778024,-0.611958057,0.186604301,-0.051211956,-0.105127736,0.057478231,0.316965682,0.371842172,0.076272645,-0.158730655,-0.240110501
1861_ADT,-2.728567236,1.002601302,2.258692238,0.848082616,1.266832682,0.80900489,1.736258444,2.627991449,0.281713622,-0.975877607,-1.396130732,1.382172539,0.361153082,1.338816175,-1.855842375,-0.253299587,0.322001433,-0.141037229,1.119385403,-0.452042217,-0.122833178,0.999118129,0.210985016,-0.589031901
1863_ADT,3.395996416,0.045099405,-0.606931841,-0.233810823,1.677088285,0.832638025,-0.285571482,0.033605206,-0.166248216,0.472921216,-0.627007389,0.537052086,-0.553607338,-0.000590385,0.462556056,-0.239545662,0.223254853,-0.155758976,-0.081211495,-0.066365444,-0.008741825,-0.01951802,0.033488321,-0.222303988
1865_ADT,-2.396811354,-0.806558852,-0.5628109,-0.691980041,2.082980749,-3.98570894,0.133612295,-1.300612784,0.161047787,0.136626847,0.38811175,1.084217685,-0.111040894,-0.153438112,1.329786837,0.913474785,-0.124569326,0.056554822,-0.048614316,0.267203044,0.351701771,-0.570207732,-0.09999438,-0.284155003
1873_ADT,1.82255293,1.390803311,1.396850443,2.435425568,-2.175918585,-0.320579379,1.27978034,-0.019297422,1.291990389,0.466139438,0.16568029,-0.643109133,-0.764079283,0.026357802,0.781354071,-0.048691012,0.390879652,0.282125662,-0.019555624,-0.028360406,-0.192052538,0.467421988,-0.90105287,-1.113793306
1875_ADT,0.249123277,0.153423443,2.598617709,0.697047311,-2.830277778,-2.829114733,-4.612078801,4.905381753,1.19647701,1.186038745,-0.629210031,-1.178708347,-0.885916749,-0.306676452,-0.101573354,1.030515237,0.295426196,-0.071948548,-0.011593868,-1.175730597,0.027682079,-0.185673426,0.022911604,-0.159878432
1878_ADT,2.122451046,2.463766936,-0.326618176,1.387871069,-0.332936584,0.211946374,-0.098628613,1.08090363,1.404020133,0.246149753,-0.228545151,0.494514036,0.694449143,-0.293348071,0.745420964,-0.204238784,-0.148934063,-0.705922751,-0.700226295,0.682972833,-0.619071447,0.326610069,-0.049619558,0.666874419
1879_ADT,3.552806853,2.008064125,-1.024703536,0.718622481,0.458821066,-0.197908467,-0.779983505,0.588556832,1.044615488,0.705992113,-0.270989119,0.790050165,1.839397577,0.076581752,-0.215450753,-1.012765017,-0.686521839,0.710038526,0.099114056,-0.462777633,-0.221014686,-0.198845692,0.070593717,-0.063543045
1881_ADT,2.400401832,-1.219572623,0.876372324,-2.79327601,-0.448929246,0.1445554,0.744220106,-0.330455224,-0.183244666,-0.422094116,0.328373205,0.105024005,0.248523011,0.026033418,-0.024513129,0.43202234,0.359554542,-0.481808003,-0.486129004,-0.576253544,-0.079279804,-0.561308547,0.230339775,0.18744947
1883_ADT,2.611813175,2.102752856,0.114237604,1.203395639,0.040727291,0.035572264,0.933342356,-0.678511131,1.481195566,0.814611,-0.122065931,-0.107000774,-0.951841166,0.178567881,-0.445662907,0.223148841,-0.124359498,0.245364432,0.27393522,-0.189244527,-0.066728705,-0.061976564,0.470638598,0.214907133
1888_ADT,3.852229647,2.75184755,-1.32871513,1.232755204,-0.371047294,0.089583397,-0.490985183,1.068719914,0.589126484,0.879706218,-0.755615033,0.948258092,2.053292235,-0.141092367,-0.198085589,-0.307888468,-0.431137686,0.012783716,-0.509622698,-0.206638308,0.631833308,-0.081348854,0.154377634,-0.02448919
1894_ADT,-3.107156264,1.755574546,-0.188951232,-0.69630601,-0.459817272,0.348622863,-0.784306376,-0.170634563,0.054657312,0.020288769,0.450333713,-0.300895732,-0.398624391,0.090002017,0.192212041,-0.023790002,-0.412456575,-0.051247818,0.00374691,0.244183363,0.014428041,-0.145032167,0.486055792,-0.447423301
1895_ADT,-2.627494079,1.992518943,-0.113486981,-0.63644355,0.003181537,0.197438618,-0.408229826,-0.440420232,0.417317256,0.128946498,0.184918727,0.157855203,-0.073738027,0.018601811,-0.101967347,-0.484321234,0.359960162,0.114330542,-0.390247697,-0.056005541,-0.163428118,0.273510081,0.201019132,0.051625871
1901_ADT,2.836290575,-1.539075748,1.119624399,-2.188003689,-0.179459225,-0.058338796,0.160220684,-0.096908694,-0.201258722,-0.697369554,0.707681713,-0.270257227,0.243648279,0.189102175,0.176112891,-0.150060009,0.044811394,-0.459172932,-0.22502985,0.228563273,0.868252035,0.081334196,0.026113842,0.16019343
