,0,1,2,3,4,5,6,7
328_ADT,-0.12068075,-0.15160991,-0.115594454,-0.34209293,-0.60074896,0.046742555,-0.29495347,0.14029458
329_ADT,0.13852541,0.23764905,0.20983806,-0.28919032,0.21815616,-0.007028031,-0.3804308,-0.20140281
336_ADT,0.4298807,0.21771704,0.021297328,-0.25872543,0.08856112,-0.27065298,-0.43462268,-0.17885233
337_ADT,0.23939808,0.044946264,-0.15036424,0.20865968,0.30321485,0.14530152,-0.21503846,0.50115407
341_ADT,0.1376421,0.38756976,-0.0030913847,-0.06596228,-0.45821065,-0.053912435,0.25640097,0.1909829
342_ADT,0.2362521,0.565744,-0.08647495,0.14116329,0.20792288,-0.0044934107,-0.19720723,-0.2507502
347_ADT,0.26545438,0.24944608,-0.28559908,0.023553858,-0.16369095,0.25467768,-0.3580031,0.30603233
348_ADT,0.5333882,0.23939972,-0.45889086,0.021898178,0.017663749,-0.06316265,-0.06567054,-0.3516774
351_ADT,0.057504117,0.2468103,-0.04607428,0.06688314,0.24658205,-0.105784096,-0.55768967,-0.20656845
352_ADT,-0.24428186,0.19223653,0.40270674,-0.14181463,-0.2810706,-0.20243046,-0.11785639,0.3364137
359_ADT,0.22084625,0.03570764,0.028317697,-0.20211649,-0.17622013,-0.15053198,-0.2620431,-0.13226488
363_ADT,0.21571305,0.10967612,0.16050191,-0.18670593,0.07343441,-0.0048491536,-0.33965734,-0.13572156
367_ADT,0.20115943,0.08318813,0.1915253,0.2720228,-0.27616423,0.23906153,0.05447891,0.20096824
370_ADT,0.13350147,0.21624097,0.17304324,-0.27628675,0.16124433,0.042837877,-0.3017914,-0.26466444
375_ADT,-0.188456,0.30487835,0.17219812,-0.13274309,-0.14392997,-0.38585702,-0.0403194,0.20351529
381_ADT,0.13283907,0.095338956,0.21547517,-0.2256418,0.11554632,0.029799594,-0.46915013,-0.18326333
382_ADT,0.00644867,0.14381467,-0.09029446,0.011062374,0.23149295,-0.0024322,-0.42452365,-0.11068279
387_ADT,0.18956997,0.102248594,0.27237886,0.16448858,-0.39188144,0.028942017,0.036275793,-0.012792191
393_ADT,-0.0018385292,0.19659957,-0.11884139,0.020197837,0.17337993,-0.021254862,-0.36460504,-0.19837037
397_ADT,0.056401636,-0.110146806,0.092423566,-0.12862769,-0.40199924,-0.12654462,-0.29287198,0.13617451
398_ADT,0.13618164,0.06131077,0.17094207,-0.047786262,-0.22308894,-0.0027705457,-0.03918946,0.10517751
402_ADT,0.30358598,0.18388422,-0.16529852,-0.08007378,-0.08352429,0.3042567,-0.27692977,0.397854
404_ADT,-0.15406701,0.13847123,0.24611993,-0.07839068,-0.12412381,-0.19390957,-0.058525126,0.22452684
408_ADT,-0.031789828,0.26687726,-0.028358974,0.14716403,0.2058667,-0.041744467,-0.42411256,-0.19910435
410_ADT,0.14216705,0.09546849,0.15401044,0.07102092,-0.23113184,0.090696335,-0.013314637,0.13517681
415_ADT,0.014415188,0.13283597,-0.03505879,0.022411069,0.19364406,0.07092945,-0.23234802,-0.13070315
417_ADT,0.04264999,0.44975454,-0.101050355,0.014584644,0.28027233,-0.049014818,-0.23045518,-0.2356101
420_ADT,0.052263267,0.03838997,0.21572693,0.13182968,-0.3699942,0.10288575,0.10057588,0.097757
424_ADT,-0.41545752,0.2998964,0.20716536,-0.2078036,0.044987194,-0.53287727,0.15863198,0.4123828
426_ADT,0.37534127,0.6711337,0.18406421,-0.22031172,0.12772383,-0.124831624,-0.27645293,-0.3246995
430_ADT,-0.11857487,-0.28732282,-0.05675599,-0.34751222,-0.30765072,-0.13528717,-0.09131336,-0.065177985
432_ADT,0.19721255,0.124861434,0.22220115,0.03469551,-0.2542782,0.021987466,-0.013162191,0.13865867
434_ADT,-0.094160736,0.08270414,0.22478369,0.10233293,-0.37185594,0.26548672,-0.118572995,0.27394262
436_ADT,-0.22124177,0.24902119,0.30535856,-0.014348993,-0.13474828,-0.4131275,-0.013027142,0.1906761
437_ADT,0.093036465,0.096965134,0.19511452,0.1506064,-0.34360805,0.11748296,0.03574941,0.17826691
440_ADT,-0.28266522,0.25732356,0.29959303,0.011567971,-0.105477646,-0.061485622,-0.059348296,0.25510648
446_ADT,-0.005471719,0.23472722,-0.09403505,-0.038713884,0.24028096,-0.054915275,-0.28900722,-0.088038534
447_ADT,-0.17090797,0.15648945,0.6506478,-0.39044562,-0.16557714,-0.39022818,-0.070686065,0.40209642
448_ADT,0.009286599,0.043261338,0.10402789,-0.17095038,-0.18245506,-0.17208958,-0.20704962,0.14900479
453_ADT,0.17735377,-0.02103105,0.27698043,0.20702684,-0.29661772,0.1185821,0.11974359,0.076591596
454_ADT,-0.05122727,0.22842373,-0.025280692,0.010929322,0.30012414,0.056999277,-0.42886442,-0.14545064
456_ADT,0.1981165,0.11479886,0.35316318,0.21222177,-0.5577657,0.085026056,0.00037740666,-0.004008772
459_ADT,-0.06600122,0.2198473,0.34525934,0.18512124,-0.3102949,-0.2418434,-0.5416271,0.32391107
462_ADT,0.10943635,0.17140627,0.17807667,0.19576508,-0.39993754,0.06774458,-0.067455195,-0.112777054
463_ADT,0.05818314,0.1613598,0.26249138,0.16264512,-0.4979595,-0.006784412,-0.097908735,0.04634074
